Chromophore,Absorption
O=C(c1ccc(C(=C(c2ccc(C(=O)c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c2ccc(C(=O)c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c2ccccc2)cc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,340
Cc1nc2c(ccc3c2sc(/C=C/c2ccc(N(C)C)cc2)[n+]3C)s1,534
Cc1nc2c(ccc3c2sc(/C=C/c2ccc(N(c4ccccc4)c4ccccc4)cc2)[n+]3C)s1,522
Cc1nc2c(ccc3c2sc(/C=C/c2cc4c5c(c2)CCCN5CCC4)[n+]3C)s1,574
Cc1nc2c(ccc3c2sc(/C=C/c2ccc(-n4c5ccccc5c5ccccc54)cc2)[n+]3C)s1,446
Cc1nc2c(ccc3c2sc(/C=C/c2ccc(N4CCN(C)CC4)cc2)[n+]3C)s1,505
COCCN(CCOC)c1ccc(/C=C/c2sc3c4nc(C)sc4ccc3[n+]2C)cc1,533
Cc1nc2c(ccc3c2sc(/C=C/c2ccc(N(CCO)CCO)cc2)[n+]3C)s1,532
Cc1nc2c(ccc3c2sc(/C=C/C=C/c2ccc(N(C)C)cc2)[n+]3C)s1,574
COC(=O)/C=C/c1ccc2ccc3cccc4ccc1c2c34,368.5
N#C/C=C/c1ccc2ccc3cccc4ccc1c2c34,368.5
CC[N+]1(CC)CN2C(C)=CC(C)=C(C(=O)O)C2=N1,343
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1ccccc12,373
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(C)ccc12,379
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(OC)ccc12,394
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(Oc3ccccc3)ccc12,387
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(SC)ccc12,397
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(F)ccc12,375
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(Cl)ccc12,377
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1ccc(Cl)cc12,367
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1ccc(C)cc12,370
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1ccc(OC)cc12,372
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(C)c(C)cc12,378
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(OC)c(OC)cc12,392
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1c(OC)ccc(OC)c12,368
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1c2ccc2ccccc12,406
CC[N+]1(CC)CN2C(C)=CC(C)=C(C(=O)[O-])C2=N1,338
CC[N+]1(CC)CN2C(=N1)C(C(=O)[O-])=Cc1ccccc12,369
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2ccccc2)Sc2ccccc21,645
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2ccccc2)C(C)(C)c2ccccc21,645
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2ccc(F)cc2)Sc2ccccc21,656
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2cc(F)cc(F)c2)Sc2ccccc21,651
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2ccc(C(F)(F)F)cc2)Sc2ccccc21,652
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2cccc(C(F)(F)F)c2)Sc2ccccc21,653
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2ccc(F)cc2)C(C)(C)c2ccccc21,643
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2cc(F)cc(F)c2)C(C)(C)c2ccccc21,644
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2ccc(C(F)(F)F)cc2)C(C)(C)c2ccccc21,643
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2cccc(C(F)(F)F)c2)C(C)(C)c2ccccc21,642
O=C(O)C1=C/C(=C/C=[N+]2/c3cc(O)c(C[C@@H]4O[C@H](CO)[C@@H](O)C(O)[C@H]4O)cc3C[C@H]2C(=O)O)C[C@@H](C(=O)O)N1,535
O=C(O)C1=C/C(=C/C=[N+]2/c3cc(O)c(C[C@@H]4O[C@H](CO)[C@@H](O)C(O)[C@H]4O)cc3C[C@H]2C(=O)O)C[C@H](C(=O)O)N1,536
O=C(O)C1=CC(=C/C=[N+]2/c3cc(O)c(C[C@@H]4O[C@H](CO)[C@@H](O)C(O)[C@H]4O)cc3C[C@H]2C(=O)O)C=C(C(=O)O)N1,468
c1ccc2c(c1)Sc1ccccc1N2c1ccc2c(c1)C1(CC1)c1cc(N3c4ccccc4Sc4ccccc43)ccc1-2,307
c1ccc2c(c1)Sc1ccccc1N2c1ccc2c(c1)C1(CCCC1)c1cc(N3c4ccccc4Sc4ccccc43)ccc1-2,308
c1ccc2c(c1)CC1(C2)c2cc(N3c4ccccc4Sc4ccccc43)ccc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc21,310
c1ccc2c(c1)Sc1ccccc1N2c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(N3c4ccccc4Sc4ccccc43)ccc1-2,309
c1ccn(-c2ccc(-c3cc(-c4ccc(-n5cccc5)cc4)cc(-c4ccc(-n5cccc5)cc4)c3)cc2)c1,388.7195122
C=CCN(CC=C)c1ccc(-c2cc(-c3ccc(N(CC=C)CC=C)cc3)cc(-c3ccc(N(CC=C)CC=C)cc3)c2)cc1,315.8536585
CN(C)c1ccc(C=C2Oc3cccc(O)c3C2=O)cc1,449
O=C1C(=Cc2ccc(Br)cc2)Oc2cccc(O)c21,389
N#Cc1ccc(C=C2Oc3cccc(O)c3C2=O)cc1,389
Cc1cc(C2(c3cc(C)c(O)c(Br)c3)OS(=O)(=O)c3ccccc32)cc(Br)c1O,415
COc1c(-c2ccc(N(C)C)cc2)oc2ccccc2c1=O,361
COc1ccc(/C=C(\C)c2nc3ccccc3s2)cc1,330
C/C(=C\c1ccc(C)cc1)c1nc2ccccc2s1,320
C/C(=C\c1ccc(Cl)cc1)c1nc2ccccc2s1,320
COc1ccc(/C=C(\c2ccccc2)c2nc3ccccc3s2)cc1,350
Cc1ccc(/C=C(\c2ccccc2)c2nc3ccccc3s2)cc1,340
Clc1ccc(/C=C(\c2ccccc2)c2nc3ccccc3s2)cc1,340
COc1ccc(/C=C/c2nc3ccccc3s2)cc1,350
Cc1ccc(/C=C/c2nc3ccccc3s2)cc1,345
C(=C/c1nc2ccccc2s1)\c1ccccc1,340
Clc1ccc(/C=C/c2nc3ccccc3s2)cc1,340
CN(C)c1ccc(/C=C(\C#N)c2nc3ccccc3s2)cc1,430
COc1ccc(/C=C(\C#N)c2nc3ccccc3s2)cc1,365
Cc1ccc(/C=C(\C#N)c2nc3ccccc3s2)cc1,350
N#C/C(=C\c1ccccc1)c1nc2ccccc2s1,350
N#C/C(=C\c1ccc(Cl)cc1)c1nc2ccccc2s1,350
N#C/C(=C\c1ccc([N+](=O)[O-])cc1)c1nc2ccccc2s1,360
COc1ccc(/C=C(\C)c2nc3ccccc3o2)cc1,320
C/C(=C\c1ccc(C)cc1)c1nc2ccccc2o1,315
C/C(=C\c1ccccc1)c1nc2ccccc2o1,315
C/C(=C\c1ccc(Cl)cc1)c1nc2ccccc2o1,320
Cc1ccc(/C=C(\c2ccccc2)c2nc3ccccc3o2)cc1,325
Clc1ccc(/C=C(\c2ccccc2)c2nc3ccccc3o2)cc1,330
CN(C)c1ccc(/C=C/c2nc3ccccc3o2)cc1,380
COc1ccc(/C=C/c2nc3ccccc3o2)cc1,330
C(=C/c1nc2ccccc2o1)\c1ccccc1,320
Clc1ccc(/C=C/c2nc3ccccc3o2)cc1,325
COc1cc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)c(OC)cc1/C=C/c1ccncc1,398
COc1cc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)c(OC)cc1/C=C/c1ccncc1,395
COc1cc(/C=C/c2nc3ccccc3s2)c(OC)cc1/C=C/c1ccncc1,416
COc1cc(/C=C/c2cc(OC)c(-c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)cc2OC)c(OC)cc1/C=C/c1cc(OC)c(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1OC,447
C(=C/c1ccc(-c2nnc(-c3ccc(/C=C/c4ccc(-c5nc(-c6ccccc6)c(-c6ccccc6)[nH]5)cc4)cc3)o2)cc1)\c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,397
CC(C)c1ccc(-c2nc(-c3ccccc3)c3ccccn23)cc1,380
COc1cc(-c2nc(-c3ccccc3)c3ccccn23)ccc1O,380
CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,480
CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(NC(N)=[NH2+])cc21,444
CC[n+]1c(-c2ccccc2)c2cc(NC(N)=[NH2+])ccc2c2ccc(N)cc21,454
CC[n+]1c(-c2ccccc2)c2cc(NC(N)=[NH2+])ccc2c2ccc(NC(N)=[NH2+])cc21,397
CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(NC(N)=O)cc21,458
CC[n+]1c(-c2ccccc2)c2cc(NC(N)=O)ccc2c2ccc(N)cc21,463
CC[n+]1c(-c2ccccc2)c2cc(NC(N)=O)ccc2c2ccc(NC(N)=O)cc21,434
CC[n+]1c(-c2ccccc2)c2cc(NC(=O)NCC[NH3+])ccc2c2ccc(NC(=O)NCC[NH3+])cc21,438
CC[n+]1c(-c2ccccc2)c2cc(NC(=O)N[C@H]3C[C@@H]([NH3+])[C@H](O)[C@@H](O)[C@@H]3O)ccc2c2ccc(NC(=O)N[C@@H]3C[C@H]([NH3+])[C@@H](O)[C@@H](O)[C@H]3O)cc21,438
CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(-n3cccc3)cc21,454
CC[n+]1c(-c2ccccc2)c2cc(-n3cccc3)ccc2c2ccc(N)cc21,462
CC[n+]1c(-c2ccccc2)c2cc(-n3cccc3)ccc2c2ccc(-n3cccc3)cc21,429
Oc1ccccc1/C=N/c1ccc(Cn2cncn2)cc1,278.0017236
O=c1c(Nc2ccccc2)c([O-])c1=[NH+]c1ccccc1,374
c1cc(N2CCCC2)ccn1,293
c1ccncc1,252
CCCN1c2ccccc2Sc2cc(C3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)ccc21,499
CCCN1c2ccc(C3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)cc2Sc2cc(C3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)ccc21,500
CCCN1c2ccccc2Sc2cc(C#CC3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)ccc21,540
CCCN1c2ccc(C#CC3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)cc2Sc2cc(C#CC3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)ccc21,542
O=[N+]([O-])c1ccc(/N=N/c2cc3c4c(c2)CCCN4CCC3)cc1,513
N#Cc1ccc(/N=N/c2cc3c4c(c2)CCCN4CCC3)cc1,487
FC(F)(F)c1ccc(/N=N/c2cc3c4c(c2)CCCN4CCC3)cc1,466
COC(=O)c1ccc(/N=N/c2cc3c4c(c2)CCCN4CCC3)cc1,474
O=[N+]([O-])c1cc(/N=N/c2cc3c4c(c2)CCCN4CCC3)cc([N+](=O)[O-])c1,513
FC(F)(F)c1cc(/N=N/c2cc3c4c(c2)CCCN4CCC3)cc(C(F)(F)F)c1,486
COC(=O)c1cc(/N=N/c2cc3c4c(c2)CCCN4CCC3)cc(C(=O)OC)c1,471
CCN1CCN(c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)CC1,448
CCN1CCN(c2ccc(/N=N/c3ccc(C#N)cc3)cc2)CC1,428
CCN1CCN(c2ccc(/N=N/c3ccc(C(F)(F)F)cc3)cc2)CC1,414
CCN1CCN(c2ccc(/N=N/c3ccc(C(=O)OC)cc3)cc2)CC1,419
CCN1CCN(c2ccc(/N=N/c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)cc2)CC1,454
CCN1CCN(c2ccc(/N=N/c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)CC1,427
CCN1CCN(c2ccc(/N=N/c3cc(C(=O)OC)cc(C(=O)OC)c3)cc2)CC1,416
CCOC(=O)c1c2c3c(ccc(OC)c3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,378
CCOC(=O)c1c2c3c(ccc(C)c3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,380
CCOC(=O)c1c2c3c(cccc3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,376
CCOC(=O)c1c2c3c(ccc(Br)c3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,382
CCOC(=O)c1c2c3c(ccc(Cl)c3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,378
CCOC(=O)c1c2c3c(ccc(F)c3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,380
CCOC(=O)c1c2c3c(ccc([N+](=O)[O-])c3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,376
CCOC(=O)c1c2c3c(ccc(OC)c3c3cc4ccccc4cc13)N(C)C2=O,406
CCOC(=O)c1c2c3c(ccc(C)c3c3cc4ccccc4cc13)N(C)C2=O,404
CCOC(=O)c1c2c3c(cccc3c3cc4ccccc4cc13)N(C)C2=O,398
CCOC(=O)c1c2c3c(ccc(Br)c3c3cc4ccccc4cc13)N(C)C2=O,404
CCOC(=O)c1c2c3c(ccc(Cl)c3c3cc4ccccc4cc13)N(C)C2=O,408
CCOC(=O)c1c2c3c(ccc(F)c3c3cc4ccccc4cc13)N(C)C2=O,410
CCOC(=O)c1c2c3c(ccc([N+](=O)[O-])c3c3cc4ccccc4cc13)N(C)C2=O,394
Cc1c(C)c(-c2cccnc2)c(C)c(C)c1B(c1c(C)c(C)c(-c2cccnc2)c(C)c1C)c1c(C)c(C)c(-c2cccnc2)c(C)c1C,330
Cc1c(C)c(-c2ccc(-c3cccnc3)cc2)c(C)c(C)c1B(c1c(C)c(C)c(-c2ccc(-c3cccnc3)cc2)c(C)c1C)c1c(C)c(C)c(-c2ccc(-c3cccnc3)cc2)c(C)c1C,331
COC(=O)C(N)Cc1ccc(O[Si]2(Oc3ccc(CC(N)C(=O)OC)cc3)n3c4c5ccccc5c3/N=C3\N=C(/N=c5/c6ccccc6/c(n52)=N/C2=N/C(=N\4)c4ccccc42)c2ccccc23)cc1,680
CCOC(=O)C(Cc1ccc(O[Si]2(Oc3ccc(CC(NC(C)=O)C(=O)OCC)cc3)n3c4c5ccccc5c3/N=C3\N=C(/N=c5/c6ccccc6/c(n52)=N/C2=N/C(=N\4)c4ccccc42)c2ccccc23)cc1)NC(C)=O,681
CC(=O)NC(Cc1ccc(O)cc1)C(=O)O[Si]1(OC(=O)C(Cc2ccc(O)cc2)NC(C)=O)n2c3c4ccccc4c2/N=C2\N=C(/N=c4/c5ccccc5/c(n41)=N/C1=N/C(=N\3)c3ccccc31)c1ccccc12,684
CN(CCO)c1ccc(/C=C/C2=C(C#N)C(C(C#N)C#N)OC2(C)C)cc1,562
COc1cc2cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)cc3)c(=O)oc2cc1OC,400
COc1cc2cc(/C=C/c3ccc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)cc4)cc3)c(=O)oc2cc1OC,415
COc1cc2cc(C#Cc3ccc(/C=C(\C#N)C(=O)O)cc3)c(=O)oc2cc1OC,398
CCCCCCCCCCOc1cc2cc(C#Cc3ccc(/C=C(\C#N)C(=O)O)cc3)c(=O)oc2cc1OCCCCCCCCCC,398
N#Cc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(C#N)cc4)ccc2c2c3nc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)n2-c2ccccc2)cc1,370.0549451
COc1cc(OC)cc(-c2nnc(-c3ccc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)cc3)o2)c1,317
COc1cc(OC)cc(-c2nnc(-c3cccc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)c3)o2)c1,292
COc1cc(OC)cc(-c2nnc(-c3cc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)cc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)c3)o2)c1,300
O=c1oc2ccccc2cc1-c1ccc(-c2ccc(-c3cc4ccccc4oc3=O)cc2)cc1,341
CCN(CC)c1ccc2cc(-c3ccc(-c4ccc(-c5cc6ccccc6oc5=O)cc4)cc3)c(=O)oc2c1,409
CCN(CC)c1ccc2cc(-c3ccc(-c4ccc(-c5cc6ccc(N(CC)CC)cc6oc5=O)cc4)cc3)c(=O)oc2c1,417
COc1ccc(C2=CC(c3ccc4cc(N(C)C)ccc4c3)=[O+][B-](F)(F)O2)cc1,484
CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccccc4)=C3)ccc2c1,489
CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccc(C#N)cc4)=C3)ccc2c1,519
CC1=CC(c2ccc3cc(N(C)C)ccc3c2)=[O+][B-](F)(F)O1,455
COc1ccc(/C=C/c2cc[n+]3ccc(/C=C/c4ccc(OC)cc4)cc3c2)cc1,444
COc1ccc(/C=C/c2ccc(/C=C/c3cc[n+]4ccc(/C=C/c5ccc(/C=C/c6ccc(OC)cc6)cc5)cc4c3)cc2)cc1,463
C(=C/c1c[nH]c2ccccc12)\c1cc[n+]2ccc(/C=C/c3c[nH]c4ccccc34)cc2c1,489
C(=C/c1c[nH]cn1)\c1cc[n+]2ccc(/C=C/c3c[nH]cn3)cc2c1,430
C(=C/c1cc[n+]2ccc(/C=C/c3cc[nH]c3)cc2c1)\c1cc[nH]c1,457
C(=C/c1cc[n+]2ccc(/C=C/c3ccsc3)cc2c1)\c1ccsc1,432
CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,493
CCN(CC)c1ccc2cc(/C(Cl)=C/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,508
CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc4c(c3)c3ccccc3n4CC)c(=O)oc2c1,510
CCN(CC)c1ccc2cc(/C(Cl)=C/C=C/C(=C(C#N)C#N)c3ccc4c(c3)c3ccccc3n4CC)c(=O)oc2c1,508
CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,459
C#CCOc1ccc(-c2cc(-c3ccccc3)c3n2[B-](F)(F)[N+]2=C(c4ccc(OCCCS(=O)(=O)[O-])cc4)C=C(c4ccccc4)C2=N3)cc1,690
O=S(=O)([O-])CCCOc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(OCc6cn([C@H]7[C@H](O)[C@H](O)[C@@H](CO)O[C@H]7O)nn6)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1,688
O=S(=O)([O-])CCCOc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(OCc6cn([C@@H]7O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]7O)nn6)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1,689
CC(C)(C)OC(=O)NCCn1cc(COc2ccc(-c3cc(-c4ccccc4)c4n3[B-](F)(F)[N+]3=C(c5ccc(OCCCS(=O)(=O)[O-])cc5)C=C(c5ccccc5)C3=N4)cc2)nn1,692
CC(C)(C)OC(=O)N[C@@H](CCn1cc(COc2ccc(-c3cc(-c4ccccc4)c4n3[B-](F)(F)[N+]3=C(c5ccc(OCCCS(=O)(=O)[O-])cc5)C=C(c5ccccc5)C3=N4)cc2)nn1)C(=O)O,688
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(-c3nnc(-c4ccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)cc4)o3)cc21,352
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(-c3nnc(-c4cccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)c4)o3)cc21,345
O=c1c2ccccc2nc2ccccn12,354
O=c1c2cc(C#Cc3ccccc3)ccc2nc2ccc(C#Cc3ccccc3)cn12,381
COc1ccc(C#Cc2ccc3nc4ccc(C#Cc5ccc(OC)cc5)cn4c(=O)c3c2)cc1,385
O=c1c2cc(C#Cc3ccc(Cl)cc3)ccc2nc2ccc(C#Cc3ccc(Cl)cc3)cn12,382
Cc1ccc(C#Cc2ccc3nc4ccc(C#Cc5ccc(C)cc5)cn4c(=O)c3c2)cc1,385
CCCc1ccc(C#Cc2ccc3nc4ccc(C#Cc5ccc(CCC)cc5)cn4c(=O)c3c2)cc1,384
CCCCc1ccc(C#Cc2ccc3nc4ccc(C#Cc5ccc(CCCC)cc5)cn4c(=O)c3c2)cc1,383
CC[N+]1=C(/C=C/c2c(C)nn3c(-c4ccc(OC)cc4)ccnc23)C(C)(C)c2ccccc21,484
O=C1NC(=O)[C@H]([C@H]2C[C@H](O)[C@@H](CO)O2)C=C1C#Cc1ccc2c(c1)Cc1ccccc1-2,375
O=C1NC(=O)[C@H]([C@H]2C[C@H](O)[C@@H](CO)O2)C=C1C#Cc1ccc2c(c1)C(=O)c1ccccc1-2,345
O=C1O/C(=C\c2ccccc2)c2ccccc21,335
O=C1O/C(=C\c2cccs2)c2ccccc21,355
CN(C)c1ccc2c3c(ccc2c1)C(=O)CCC3,347
CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)C(=O)CCC3,362
CN(C)c1ccc2c3c(ccc2c1)CCCC3=O,397
CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)CCCC3=O,418
CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2ccccc2-3)cc1,361
CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2ccc4ccccc4c2-3)cc1,393
CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2cc(-n4c5ccccc5c5ccccc54)ccc2-3)cc1,375
CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)cc1,397
Cc1ccc(-c2cc(-c3ccc(C)cc3)c(C#N)c(=O)[nH]2)cc1,370
N#Cc1c(-c2ccc(Br)cc2)cc(-c2ccc(Br)cc2)[nH]c1=O,371
N#Cc1c(-c2ccc([N+](=O)[O-])cc2)cc(-c2ccc([N+](=O)[O-])cc2)[nH]c1=O,386
N#Cc1c(-c2cccs2)cc(-c2ccc3c(c2)Cc2ccccc2-3)[nH]c1=O,385
N#Cc1c(-c2cccs2)cc(-c2cccs2)[nH]c1=O,397
c1ccc(-c2ccnc(-c3ccccc3)n2)cc1,278
COc1ccc(-c2cc(-c3ccc(N(C)C)cc3)nc(-c3ccccc3)n2)cc1,365
CN(C)c1ccc(-c2cc(-c3cccs3)nc(-c3ccccc3)n2)cc1,371
CN(C)c1ccc(-c2cc(-c3ccc4ccccc4c3)nc(-c3ccccc3)n2)cc1,379
CN(C)c1ccc(-c2cc(-c3ccc(C#N)cc3)nc(-c3ccccc3)n2)cc1,376
c1ccc(-c2nc(-c3ccc(N4CCCC4)cc3)cc(-c3ccc4ccccc4c3)n2)cc1,430
N#Cc1ccc(-c2cc(-c3ccc(N4CCCC4)cc3)nc(-c3ccccc3)n2)cc1,385
N#Cc1ccc(C=C(c2ccccc2)c2ccccc2)cc1,321
COc1ccc(C(=Cc2ccc(C#N)cc2)c2ccc(OC)cc2)cc1,350
CN(C)c1ccc(C(=Cc2ccc(C#N)cc2)c2ccc(N(C)C)cc2)cc1,364
O=Cc1ccc(C=C(c2ccccc2)c2ccccc2)cc1,333
COc1ccc(C(=Cc2ccc(C=O)cc2)c2ccc(OC)cc2)cc1,356
CN(C)c1ccc(C(=Cc2ccc(C=O)cc2)c2ccc(N(C)C)cc2)cc1,407
N#Cc1ccc(/C=C/c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)cc1,366
COc1ccc(C(=Cc2ccc(/C=C/c3ccc(C#N)cc3)cc2)c2ccc(OC)cc2)cc1,379
CN(C)c1ccc(C(=Cc2ccc(/C=C/c3ccc(C#N)cc3)cc2)c2ccc(N(C)C)cc2)cc1,415
N#C/C(=C\c1ccc(C=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1,366
COc1ccc(C(=Cc2ccc(/C=C(\C#N)c3ccccc3)cc2)c2ccc(OC)cc2)cc1,388
CN(C)c1ccc(C(=Cc2ccc(/C=C(\C#N)c3ccccc3)cc2)c2ccc(N(C)C)cc2)cc1,436
N#C/C(=C\c1ccc(C=C(c2ccccc2)c2ccccc2)cc1)c1ccc([N+](=O)[O-])cc1,381
COc1ccc(C(=Cc2ccc(/C=C(\C#N)c3ccc([N+](=O)[O-])cc3)cc2)c2ccc(OC)cc2)cc1,421
Brc1ccc(-c2nc(-c3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)nc(-c3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)n2)cc1,357
C(#Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc(-c2nc(-c3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)nc(-c3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)n2)cc1,361
Cc1nc2cccc(-c3nc4ccccc4o3)c2c(=O)[nH]1,310
Cc1nc2cccc(-c3nc4ccc(Cl)cc4o3)c2c(=O)[nH]1,310
Cc1ccc2nc(-c3cccc4nc(C)[nH]c(=O)c34)oc2c1,310
Cc1nc2cccc(-c3nc4ccccc4s3)c2c(=O)[nH]1,319
Cc1nc2cccc(-c3nc4ccccc4[nH]3)c2c(=O)[nH]1,313
Cc1ccc2nc(-c3cccc4nc(C)[nH]c(=O)c34)[nH]c2c1,322
Cc1nc2cccc(-c3nc4ccc([N+](=O)[O-])cc4[nH]3)c2c(=O)[nH]1,310
Cc1ccc(-n2c3ccccc3c3cc(-c4ccc5[n+](c4)[B-](F)(F)n4c-5nc5c6ccccc6c6ccccc6c54)ccc32)cc1,444
CCC1=C(C)C2C(c3ccc(-c4ccc(-c5nc6c7ccccc7c7ccccc7c6n5-c5ccc(C(C)(C)C)cc5)cc4)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,526
CCC1(CC)c2cc(/C=C/c3ccc(/C=C/c4ccc5c(c4)C(CC)(CC)c4cc(N6c7ccccc7Sc7ccccc76)ccc4-5)cc3)ccc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc21,418
CCC1(CC)c2cc(/C=C/c3cc(Br)c(/C=C/c4ccc5c(c4)C(CC)(CC)c4cc(N6c7ccccc7Sc7ccccc76)ccc4-5)cc3Br)ccc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc21,426
